start,end,text,duration_minutes,encoded_text
1620638,1639899,"Throw in a couple of blocks, and the Brazil juggernaut.After a couple, a little bit of a shaky start for Brazil, they found themselves, Leal scoring nine points in that opening set.Nishita with two aces right at the start of the set, didn't contribute, wasn't able to contribute very much after that.",0.3210166666666667,"Brazil started off a bit unevenly but eventually got into their rhythm, with Leal dominating the opening set and scoring nine points. Nishita had an early impact with two quick aces, but was unable to maintain her effectiveness throughout the set."
1641081,1656130,"Now only two attack points for Nishita through set one, two service ace points.Defensively they did a number on him,Whenever Nishida did try to attack, there's always a two-man block.He didn't get any one-on-ones.",0.2508166666666666,"Nishita struggled in the first set, only scoring two attack points and also failed to contribute with his serves beyond the initial two ace points. He was effectively neutralized by Brazil's defensive efforts, which consistently featured two-man blocks whenever he attempted to attack, denying him any one-on-one opportunities."
1664128,1669140,That was an exciting opener.Let's hope set number two is equally as exciting here.,0.0835333333333333,The first set ended on an exciting note and expectations are high for a thrilling second set to follow.
1684628,1707793,"It'll be Fernando to get this second set underway.Yamamoto picks that up, then Mishita can't get the better of Thales.Backside it goes.Neat, neat as you like for Wallace DeSousa, dropping into the feet of the back row defender there.Wallace is just so deceptive on his attacking from the right side.",0.3860833333333333,"Fernando started the second set, with Yamamoto picking up the serve and Mishita failing to get past Thales. The ball then went to the backside, where Wallace DeSousa made a neat play by dropping it into the feet of the back row defender from the right side, showcasing his deceptive attacking skills."
1707893,1731185,"Faces angle, but has that whip of an arm that can turn it right back down the line.Fernando does bring a bit of spite to his serves.She takes everything off that one, so Keita can go back side and the Sheeter again is blocked out of it.So it's scramble time for Japan and they almost scrambled something rather good out of that from Ishikawa.",0.3882,"Fernando's serve was faced angled but she whipped her arm to turn it down the line, allowing Fernando to take control. The ball then went back to Keita who sent it backside and the Sheeter again tried to get involved but was blocked out. This led to a scramble play by Japan and they almost managed to capitalize on it with Ishikawa's involvement."
1732988,1755979,"Oh dear.That's a big miss.That's a really big miss.Taishi Onodira won't want to see a replay of this.Now, Brazil not happy with that no call on that third ball over.That was clearly a double contact.Great effort.This is the contact that they're not happy with, but an attack through the middle from Japan results in that hitting air.",0.3831833333333333,"Japan's Taishi Onodira made a big mistake, missing an opportunity to score. The Brazil team was unhappy about a no-call on their side, feeling it was a clear double contact. Meanwhile, Japan launched an attack down the middle but it ended up being a hit in thin air."
1763536,1787299,"Fernando drills it.It's another strong serve.He's mixing up his serves really well.Ishikawa picked it up, but his third touch wasn't particularly devastating.And the block, I tell you, Taishi Onodera gets some redemption there for the earlier miss.The stuffed block, straight back.Lugarelli couldn't get it past the block this time.A nice move by Japan, and the left hand there, shutting it down for the monster block.",0.39605,"Fernando served well again, with Ishikawa making a play but ultimately struggling to finish off the attack. Taishi Onodera got redemption on his earlier miss with a strong block, stuffing Lugarelli's attack straight back. Japan then made a quick counter-attack and used their left side to shut down the play, resulting in another defensive stop for them."
1787379,1808974,"Well over the net.Perfectly executed block move there from the middle.Nishida.Oh, that's not a great take at all.Somehow that's been rescued.Tough to get a winner from there, but they are still trying to put something aggressive on it, and then Nishida does finish the job.It all went wrong on service reception there.",0.3599166666666666,"Japan executed a perfect block move, with Nishida making a strong middle blocking play that sent the ball over the net. The Japanese team struggled to take control of the ball after that, with Nishida's take not being great and the ball being rescued somehow. Despite their efforts to be aggressive, Japan ultimately finished the job with Nishida making it happen."
1809014,1825460,"Anytime it goes careering off in the direction of your coach and the bench, it's not good.So Ishida restoring parity.2-2, set two.",0.2741,"Ishida scores to tie the game at 2-2, with a shot that went out of bounds, causing problems for his team as it went towards the coach and bench. The score is now level going into set two."
1830167,1850715,"Oh, I tell you, that's another huge swing.Somehow, they all got enough underneath it.Wallace just has to shut.Oh, that's a bonus.What a bonus that is.I tell you, Sakita and Ishikawa are not happy about something here.Now the horn went off right after the serve was hit.",0.3424666666666666,"The team managed to dig up another big swing, with all players getting enough underneath it, forcing Wallace to play defense. The ball resulted in a bonus point for the team, causing Sakita and Ishikawa to express their displeasure about something that just happened. Just as the serve was hit, the horn sounded, indicating an end of play or possibly a timeout."
1850965,1872950,"Bit of a mystery buzzer going off.Yeah, it doesn't help anybody, does it?I mean, it's the old cliche, this hands-off you play to the whistle.",0.3664166666666666,"The game was paused abruptly due to a mysterious whistle blow, which didn't benefit any team and led to some frustration on the court as players were expecting to continue playing until the scheduled break or end of the set."
1872990,1890422,"Well, that was the equivalent of the whistle.Now coach Felipe Lane has a legitimate argument.He wants a replay, but he's not going to get it.Nope.The point stands.It is 3-2 Brazil.",0.2905333333333333,"As the buzzer sounded, Brazil took the lead at 3-2, with the opposing team's attempt to challenge the call falling short as coach Felipe Lane was denied a review of the play."
1893085,1913036,"Luccarelli with a hot one around Takahashi, picks it up nicely, Nishida rips through.Somehow that has gone into the net and Leal's recovered.Oh my goodness, Luccarelli with the swing of the match so far.That looked like a dead ball completely.Somehow they've reacted and what a way to finish the rally from Luccarelli.",0.3325166666666667,"Luccarelli hit a powerful shot around Takahashi, picked it up again, and Nishida tried to attack, but somehow the ball went into the net despite appearing like a dead ball. Leal recovered the ball and Luccarelli finished the rally with an incredible play, considered one of the most impressive moments of the match so far."
1916241,1937308,"That's off the charts, good.What a play.Lukareli again.Slappy angle served there.Yamamoto has done well to pick up, and the blocks worked out.Once again, Lukas celebrates sending that one back.",0.3511166666666667,"Luccarelli serves a slappy angled serve, which Yamamoto successfully digs, but the blocks then work in favor of Luccarelli's team, allowing him to send the ball back and celebrate another point."
1937368,1957736,Lukas and Wall is pairing up nicely that time.And Japan just can't find the rhythm with their left side attacker.Forced them to call a timeout here early and set to.Something was good.,0.3394666666666666,"Lukas and Wall formed a strong combination, with Lukas successfully partnering with Wall. Japan's left-side attacker struggled to get into a groove, leading to an early timeout being called by the Japanese team. After the timeout, they set up their offense in an attempt to find some rhythm."
1959702,1980967,"Remember, when the opponent is playing good, go slowly.Keep the ball a little bit higher.Keep it stronger, high, long, and you can cover, and you can keep the ball working.He knows these players very well.",0.3544166666666666,"The team adjusted their strategy to counter the opponent's strong play, opting for slower-paced attacks that kept the ball higher and stronger, allowing them to cover more ground and maintain control of the rally."
1981367,2007494,"He was the assistant to Yuiichi Nakagaiichi for four years.He's been there for a number of years.When Nakagaiichi decided to call it a career and retire,And Philippe Blaine was the obvious upgrade in terms of just moving him up from the staff to the head job for the Japan Federation.",0.43545,"The team made a leadership change as Yuiichi Nakagaiichi retired, after which Philippe Blaine, previously an assistant, took over as the head coach of the Japan Federation."
2008515,2029233,"Sekita has to travel there, and Ishikawa doesn't really get a great touch on him, but it was enough sneaky stuff there to get the better of the block.Yeah, Brazil working hard to get three blockers up after that great serve from Lukarelli, but...Japan a bit lucky on that one to go off the block and down.Yeah, hopefully Blaine's face told the story.",0.3453,"Sekita successfully evaded Ishikawa's block attempt with some clever moves, allowing Japan to score a point after a great serve by Lukarelli. Brazil tried to set up three blockers in response, but Japan got lucky and managed to keep the ball alive before it went down for a score."
2029493,2044269,"Sometimes it's better to be lucky than good.Ishikawa.Whoa, close, close.Look long.But not very long.Not very long and nearly a touch of a layout.",0.2462666666666666,"Ishikawa makes an impressive play, but ultimately falls short of making a successful block or layout, coming close but ultimately not quite getting the touch he was aiming for."
2050355,2071047,"Lucas at 6-3 Brazil.Ishikawa with a lovely pass.Really well kept up there by Lucas off the block and away, but they'll scramble this back somehow, hoisted up there by Sekita, free ball Brazil.Where are they going to go with it?A far side.Thank you very much.",0.3448666666666666,"Brazil received a good pass from Ishikawa and Lucas successfully blocked the attack, leading to a scramble for the ball. The Brazilians were able to regain possession and sent the ball flying to the other side of the court, where they maintained control."
2071127,2090224,"See you later, says Wallace de Souza.Yeah, Wallace going with that fast set inside.Look at that contact point, well over the block and down.Bruno says golf clap.He approves.If he approves, it must have been good.",0.3182833333333333,"Wallace de Souza received a fast set from Brazil and hit a powerful attack that landed well over the block, resulting in a successful play. Bruno responded by giving a ""golf clap"", indicating his approval of the excellent shot."
2093150,2126453,Lucas drilling it at Ram Takahashi.His pass is terrific.And he gets the benefit of third touch as well.Lovely pass there from Ram Takahashi.Ran just gets the one-on-one against Wallace Japan still got some damage to repair here on Adera Up next,0.5550499999999999,"Ram Takahashi delivered a precise pass to Lucas, who then completed a successful attack after three touches. The play resulted in Japan scoring a point, but they still had work to do to recover from the previous play."
2130061,2158161,Another big power for Swing through there from Yo-Ni-Le-Ao.Sekita's had to cover an awful lot of ground there.And that's a really nice take.Ran Takahashi off the block and away.But Sekita's getting all the credit for that.The ground he covered there to make that set.And the bump set too.That Ron can attack high off the hands and score.They needed that point in Japan.,0.4683333333333334,"Yo-Ni-Le-Ao delivered a powerful spike, forcing Sekita to cover a lot of ground to make the block, which was followed by Ran Takahashi taking the ball off the block and scoring effectively."
2159980,2181955,back within touching distance here.Onadera will stay on serve.Fernando sends it near side and Yondele Al just rips that crosscourt.Just nothing that Ishikawa could do about that.Leal against Seketa and Leal will win that challenge every single time.So much speed behind that attack.,0.36625,"Onadera's team stayed within reach by maintaining possession, with Fernando serving near-side to Yondele Al who responded with a strong cross-court attack that left Ishikawa no chance of defending. Meanwhile, Leal faced Sekita in a challenge and successfully came out on top due to the significant speed behind their attack."
2190524,2205363,Wallace finds nothing but Nylon.So that'll be Sekita back to the service line.,0.2473166666666666,"Sekita gets the serve and returns it, only finding Nylon's block attempt, leaving him with no play on the ball."
2210850,2231295,"Did find an ace earlier, but that one's not going to be an ace.That's going to be Iced.Wallace.Wallace comes right back with a huge swing out of the back row.So much line for him to attack.Takes advantage of it.Well, that's an illustration of what we talked about, Matt.",0.34075,"Sekita attempted to serve but the ball was iced by Wallace, resulting in a failed ace attempt. Following this, Wallace responded with a strong swing from the back row, taking advantage of his excellent line to attack and successfully execute a hit."
2231315,2252051,"At this level, if you serve, it doesn't put any pressure on the opponent.That's what's going to happen.There's a serve that put pressure on the opponent.The overpass ruthlessly punished by Luccarelli.And Brazil just panning their lead here.And Yamamoto sending it back.Look really so.",0.3456,"Brazil extended its lead with an effective block of the overpass, punishing the opponent's attempt to counterattack. The team then continued to build on its momentum, maintaining a strong hold on the game."
2252071,2262718,We don't want it.Get rid of that.So Lael will serve into the net.,0.17745,"Lael attempted to serve but hit the ball out of bounds, resulting in a fault and allowing Brazil to keep possession of the ball."
2281396,2302902,"Tales picks that one up.Fernando covers some ground.Lucarelli with the clever push.Yamamoto does manage to get there.Rishi Kaur at the three meter line is wiped out.Absolutely blown away there by Flavio, who had a long time to get himself set there.You take it from that deep off the net.You're asking for trouble.Yeah, Flavio doing a great job to get his hands over and in front of the hitter.",0.3584333333333333,"Tales picks up the ball and Fernando covers some ground before Lucarelli makes a clever push to Yamamoto, who eventually gets there and is able to stop the attack. However, Rishi Kaur at the three-meter line is completely wiped out by Flavio's block, which was set up from deep off the net after he had ample time to get himself in position."
2304223,2325129,Strong left hand there from a very veteran blocker in Flavio.who will now go to the service line and flirted with the foot fault there.But the overpass as Japan's receiving is just not at the highest level at the moment in this second set.That's two or three overpass.,0.3484333333333333,"Flavio made a strong block on the left side, then moved to serve and narrowly avoided a foot fault. Meanwhile, Japan's receiving team struggled with the overpasses, resulting in multiple errors."
2325209,2348335,"I think we've seen now from them in this set.And that is usually what is going to happen if you overpass.So Flavio will stay on.Yamamoto picks that one up.Lovely defensive work from Flavio.And then a big swing, but nothing doing for Wallace.It's come back somehow.So Luca Relli goes for a little bit of touch and finishes the job.",0.3854333333333333,"Flavio remained on the court after overpassing the previous play, and Yamamoto successfully picked up the ball. Flavio showed strong defensive work, and then Wallace took a big swing but couldn't capitalize. Instead, Luca Relli stepped in with a gentle touch to finish the play."
2348355,2362551,"So Keita was stranded mid-court, trying to get there and couldn't.Look at all these hitters coming from Brazil.Three hitters lay out.Lucas, Luca Relli.Manly the outside hitter.Places it gently to the floor for the point.",0.2366,"The Brazilian team launched a quick attack that left Keita struggling to cover the court, ultimately leaving him stuck mid-court. Meanwhile, three Brazilian players - Lucas, Luca Relli, and the outside hitter - aggressively attacked, culminating in a perfectly placed shot by the outside hitter that gently touched the floor for a point."
2374270,2396410,"Just floated down a little bit long, Flavio.But overall, Matt, you know, we're only a second and a half in, but, you know, we were talking about that little bit of that invincibility thing, maybe not there for Brazil.They breezed their way through a very good Japan team through a set and a half here.They're looking very strong right now.Really strong.Yamauchi serves Leal.",0.369,"Brazil started slowly as Flavio's serve floated long, but the team is still looking strong after dominating Japan in sets one and two. They seem to be in a zone, showing no signs of vulnerability at this early stage of the match."
2396991,2419488,"He doesn't handle it particularly well.But they get something out of it thanks to Wallace.You think if you've got Luca Relli setting off court, you've got a chance if you're the defending team.But Wallace didn't give them that chance.So Fernando.We'll now serve at 14-8.Sends a short one in.",0.37495,"The Japanese player struggled to handle Yamauchi's serve, but Brazil was able to capitalize on the mistake thanks to Wallace's play. Despite Luca Relli being off court, Fernando was unable to give Japan an opportunity to turn things around. As a result, Brazil maintained their lead and took over serving at 14-8 with Fernando sending a short pass in."
2419829,2440581,"Nadira picks that up.And that's more like it from Eugene Nishida.The big left-handed swing near side this time off Lucarelli and Lucas.Now Nishida, that's his first attack point of this set.Japan needs him to score for their side.",0.3458666666666666,"Nadira picked up the ball, with Eugene Nishida making a big left-handed swing on the near side, assisted by Luca Relli and Lucas, scoring Japan's first attack point in the set, which was crucial for Japan's chances of winning."
2441675,2471108,"Well, after that explosive start when he went off like a bottle of champagne, they just had the court taken out of it.I mean, you know, they've given him nothing, Brazil, until that moment there.Yeah.It's run on a big one.Too big.",0.49055,"Eugene Nishida started strongly with an impressive attack, but his team struggled to maintain their momentum after that, allowing the opposing side, Brazil, to take control of the court and dictate play."
2479660,2502164,"Ran Takahashi picks that up.Sekita has to travel.Ishikawa runs into the block.The block's there again as Ishikawa is off net this time.And Lukarelli comes up to set.Wallace tries to go cross-court.Sekita will now send a cross-court for Ishikawa.There's the block, but out it goes.They got three in the block.But Ishikawa, the captain, still managed to conjure up a winner.",0.3750666666666667,"Ran Takahashi receives a pass from Lukarelli and sets Sekita who has to travel around the court. Meanwhile, Ishikawa tries to attack but is blocked again, this time off net. Wallace then attempts a cross-court set for Ishikawa, but he is blocked once more, with the block resulting in three points for the opposing team. However, Ishikawa manages to get a hand on the ball and hits a winner despite being denied multiple times."
2502925,2523551,"Yeah, great set, that time from Sekita all the way out.And three blockers, Leal, the last one to get there results in that attack going off his hands and then out of bounds.And Ishida and Sekita check out here.Japan look to try and mix things up.Sending out Masaki Oya, the back-up center.",0.3437666666666666,"Sekita sets the ball all the way out for a great play, but Leal tries to block it with two other blockers; however, he fumbles the attack and it goes out of bounds. After that play, Ishida and Sekita leave the game together. Japan decides to switch things up by bringing in Masaki Oya, their backup center."
2523591,2541156,"And Kento Miyara, the young opposite.Ishikawa.That's a clever serve.But once Lukarelli got underneath, or Leal got underneath it, should I say.It was one, two, three, finished by Lukas.",0.29275,"Masaki Oya sets up shop in the middle of the court and sends Kento Miyara, Japan's young opposite, to attack. Ishikawa serves a clever serve that initially confuses the Italian defense, but eventually Lukarelli gets underneath the block to spike it away with help from Leal, finishing off the play with Lukas."
2544308,2548615,Just an absolutely beautiful angle that time from Lucas on that 31 set.,0.0717833333333333,Lucas delivered a perfectly angled spike to score the point on the 31st set.
2580792,2601400,"on Adira.Really soft serve that one.Wallace is blocked out.Yamauchi got over there.No, no, no.You're not having that one.Now Japan can celebrate that one.One of their few blocks they've gotten in this match so far.Right hand of Ron getting that block point.",0.3434666666666667,"Adira served a soft serve that was easily blocked by Yamauchi, with Wallace being obstructed from making the play. Japan celebrated the block, which was a rare occurrence for them in the match so far, and Ron received credit for the block point on his right-hand side."
2605750,2626794,Onodera.Sneaky little serve.Fernando brings it near side.Leal down the line.Doesn't get a winner.Oya was there to pick that up.There's a cross call picked up by Thales.Fernando sends it inside another brilliant dig by Oya.And that's going to come over.And Fernando will set up Leal again.And he still can't get a winner.Oya with another one.,0.3507333333333333,"Onodera served softly, and Fernando brought the ball near side, leading to a rally where Leal attacked down the line but couldn't score a point. Oya was there to dig it up, and after a cross-court call picked up by Thales, Fernando sent it back inside for another brilliant dig by Oya. Despite the excellent digging, the ball came over again, and Fernando set up Leal for another attack, which Oya blocked once more."
2627015,2644943,"I tell you something.Masaki Oya with three digs on that point.And that's outstanding defensive work.There it is.Great pick up, but Ishikawa then hammering this ball on two.Lavio made a good read.",0.2988,"Masaki Oya had an impressive defensive display on the previous point, making three consecutive digs to help his team maintain possession. Following Oya's excellent work, Ishikawa then attacked strongly, striking the ball twice in a row. Lavio effectively read the situation and responded accordingly."
2647345,2686819,"What an effort from Japan.Yeah, Ishikawa gets the credit for the kill point, obviously, but Oya dig off to dig off to dig, and now Brazil is saying, oh, we want to stop this little charge.Renan's out, Dalzotto.",0.6578999999999999,"Japan put together a strong play with Oya digging three times in succession, ultimately leading to Ishikawa's kill point. The effort seemed to energize Japan, prompting Brazil to respond by substituting Renan for Dalzotto."
2688161,2708574,"Sensing the momentum swing there.The old story isn't that, when you come off the bench you always want to make a mark.Let people know you're around and Masaki Oya certainly made an impact there on that point.Now will that provide a spark here for Japan?",0.3402166666666666,"Masaki Oya made a significant impression with his play, marking his presence on the court after coming off the bench. His actions sparked a momentum shift in favor of Japan, creating an opportunity for the team to potentially capitalize on this energy boost."
2709575,2727681,"Onodera.Serves Leial and yeah, what an angle.Absolutely impossible to stop that.Oh, no, Derro was there, but Flavio just so athletic, attacking this ball at such a high point.Another angle for that swing.",0.3017666666666667,"Onodera served the ball to Leial, who hit it with an impressive angle that made it almost impossible to block. Although Derro tried to stop it, Flavio's athleticism allowed him to attack the ball at a high point and successfully return the serve with another angled shot."
2731706,2752600,"Wallace.17-13 in Brazil.Still comfortable here.Nice pickup by Ran Takahashi who will take that one off the block, but it'll fall nicely into the backcourt and there's another high one from Flavio.That's some rescue for Moira, but I think he's gone the wrong side of the antenna.Another terrific effort from him.",0.3482333333333333,"After Brazil took a 17-13 lead, Wallace made a play to keep his team close. Ran Takahashi made a nice pickup off the block, but the ball fell harmlessly into the backcourt, leading to another deep shot attempt by Flavio. Moira tried to make a play on it, but ended up going the wrong way and missing the antenna."
2761642,2782067,"Well, it is a feature of Japan volleyball that always has been that everything comes back.But even he couldn't sneak that inside the antenna.So Wallace will now serve at 18-13.Nice pickup.The block was even better from Flavio.So Ishikawa has to turn setter.",0.3404166666666667,"After Ran Takahashi's block fell into the backcourt, Flavio made a great block again, and Moira had trouble getting the ball inside the antenna, so Wallace will serve at 18-13 with a comfortable lead for Japan."
2782087,2807708,"And Ran Takahashi says, thank you very much.Flavio with a good adjustment, but just a little bit late.Reaches to the hitter, and, gosh, he takes advantage of it.",0.4270166666666666,"Ran Takahashi thanked Flavio for his adjustment on defense, but despite being slightly late, Flavio still managed to reach the hitter, who took advantage of the opportunity."
2807728,2821676,"Well, they're setting up for the block here, but in order to have a chance at the block, you've got to get yourself in play, and Miara goes too long, so it's Sekita who will return at Setter.After getting a recharge on the bench.",0.2324666666666666,"Sekita returns to set after recharging on the bench, taking over for Miara who went too far out of bounds, making him unable to get into position to block the attack."
2829870,2840890,"Leal.Where's that going?Too much on it.The overpass from Ishikawa, smashed back.Well, hello.",0.1836666666666666,"Miara's attack went awry and Sekita returned the ball to setter Ishikawa, who then set Leal, who unfortunately put too much power on the shot, resulting in an easy block. However, Ishikawa quickly turned defense into offense with a well-placed overpass that allowed Leal to smash it back down the court."
2851231,2871438,That violation called against Brazil.Flavio admits to it.That's a let-off for Japan.Ran at Takahashi.With an awful lot of work to do here to get themselves back into it.,0.3367833333333333,"A violation was called on Brazil, and Flavio admitted to it, giving Japan a break. As a result, Japan seized the opportunity to make a strong move with Ran attacking Takahashi, who has a significant amount of work ahead to try and turn the game around in their favor."
2871538,2891627,Fernando brings it near side.Lukarelli can't get the better of Yamamoto and nor can Ishikawa get the better of Flavio.is sent back with interest.Lavio again patrolling the net so high against his hand so far over the net.,0.3348166666666666,"Fernando passes the ball to Brazil's side, but Lukarelli is unable to get past Yamamoto's defense and similarly, Ishikawa is blocked by Flavio, who then sends the ball back with power, with Lavio patrolling the net high and effectively blocking an attack that went over his hand."
2892528,2913392,"That's exactly what Brazil wants to see.Well, they send young Darlan in there.Youngster, just 20 years old, plays his club volleyball in Sao Paulo.Sends in a beauty.So Ishikawa's lost that.",0.3477333333333333,"Brazil's strategy proved effective as they sent in 20-year-old Darlan, who plays for Sao Paulo, and he delivered a beautiful shot, resulting in Ishikawa losing possession of the ball."
2916617,2951635,"Does that go in the record books as an ace, even though Yamamoto got a second touch?Because if it does, it does well, but it should.It should.Oh, that's impact off the bench.Darlan sends in a screamer.You make one step, do you say?You have to manage your high ball with this block.",0.5836333333333333,"Brazil's Darlan sent in a powerful serve that Yamamoto barely got a second touch on, potentially earning Brazil an ace point, although it was close enough to be debated."
2951876,2971489,"What do you need to work on?This is how the last ten points have played out.Just padded their lead here, Brazil.",0.3268833333333333,"Brazil extended their lead by scoring another point, making it a 10-point streak with no response from the opposing team."
2972451,2994936,"And they've comfortably got this match exactly where they want it.And they haven't seen the last of Darlan serving either.A big, hitting 20-year-old sent in another zinger, Yamamoto with an absolutely superb pass, Ishikawa.Good enough.Lucas was there.That took plenty off that, so it didn't come screaming back there.",0.3747499999999999,"Brazil has comfortably taken control of the match and is looking to extend their lead. Darlan continues to serve effectively, and his team capitalizes on Yamamoto's strong pass to Ishikawa, with Lucas making a key block to prevent Japan from counter-attacking."
2994976,3011556,"That's clever from Ishikawa.That's a little touch.Lucas just sending it out of bounds.Side out, but Japan needing an awful lot here.Yamachi.",0.2763333333333333,"Ishikawa made a clever play, which Lucas responded to by hitting the ball out of bounds, resulting in a side out. Japan now needs a significant turnaround as they face a challenging situation. Yamachi is set to serve next."
3015701,3039675,"Side out.He knows where...heading into set three with Japan two sets down.That says an incredible meltdown here from Brazil.Fernanda skims the net.That's picked up by Rand Takahashi, who will now drive through straight into the block and back.",0.3995666666666667,"Japan gained another side out, heading into a must-win third set after a surprising turnaround against Brazil. Fernanda hit the ball that skimmed the net, which was then passed to Rand Takahashi, who drove towards the block and reversed direction."
3040976,3062543,"A trademark Takahashi pipe attack meets a wall of yellow.And there's only one winner.Lucas says, are you really bringing it here?Really?You taking me on?Get out of here.Sakita, that's the stretch.Ishikawa stretch, does he drop it on the line?",0.35945,"Japan's Rand Takahashi attempts a trademark attack but is blocked by Brazil's defense. Lucas responds with a block of his own, saying ""are you really bringing it here?"" and ""get out of here"". Sakita then takes the ball and uses Ishikawa's stretch to try to score, possibly dropping the ball on the line."
3062583,3081409,"No, he does not.Set point, Brazil.Just the wrong side of the line.Fernando looking to wrap it up right here.",0.3137666666666667,"Fernando's attack attempt falls short, resulting in a set point for Brazil as the ball lands just outside the court on the opponent's side. Fernando is poised to finish off the play and secure a win for his team."
3082958,3103902,"Can't do it.That's Japan facing an overwhelming odds.17-24 down.They do have Nashida back there to serve.He's always got an ace in him, but he needs seven devastating serves in a row.Well, picks that one up.",0.3490666666666666,"Japan is struggling and trails Brazil 24-17 with Fernando looking to wrap things up. Japan has Nashida serving, who has the potential to make some incredible shots, but will need to deliver multiple aces in a row to turn the tables. Nashida manages to pick up the serve, giving Japan a glimmer of hope."
3103922,3124179,"Wallace wraps it up.No, he doesn't.That takes the net cord, not a touch.thought at first that had taken a touch, but no, that skimmed off the net cord.So they fight one off here, Japan.Nishida though overheats that one, and that'll do it.",0.3376166666666667,"Japan fought to keep the ball alive, but ultimately Nishida's serve was mishandled and the ball sailed out of bounds, resulting in a point for the opposing team, putting them even further ahead at 18-24."
3125942,3147995,"Brazil, dominant performance in that second set.Not letting Japan get a sniff, grabbed the initiative early and never let their opponents get anywhere near them.And it's a long trudge back to the sidelines for Japan.They were facing a real headache here.Brazil who trailed by two in their first match against Cuba came back to win in three.",0.36755,"Brazil delivered a dominant performance in the second set, quickly taking control and denying Japan any significant momentum. Japan was left struggling to stay competitive as Brazil maintained its grip on the game, forcing them to trudge back to the sidelines repeatedly."
3148496,3169762,"But it's a different outlook here.It's the Brazilians leading by two.And it's Japan that are going to be thinking about the long comeback here because that was as comfortable as you like.They had that slow start in set one, went through the gears here, they started fast Brazil and never let Japan get a sniff.",0.3544333333333333,"Brazil maintained their lead, now up by two, after dominating Japan with a strong performance, following a slow start in set one. They quickly gained momentum and controlled the match, never allowing Japan to threaten or gain any significant ground."
3171084,3191847,"The numbers looking like this, 12-9 attack points, the four blocks to two, the ace serve, everything really stacking up in Brazil's favour.And all those numbers point to the same outcome.It's a comfortableset for Brazil.And Renan Dalzotto, who I think we will hear from momentarily, must be pretty happy with what he's seen.",0.34605,"Brazil continues to dominate, leading by 3 points with a strong attack game and four blocks compared to Japan's two. The Brazilian team's advantages include a dozen attack points to nine for Japan, an ace serve, and overall dominance that suggests they're on track for a comfortable set win. Renan Dalzotto is likely pleased with what he's seen so far, as Brazil's performance has been impressive."
3191867,3219179,"Although coaches rarely are, of course, they're always seeking perfection.With Brazil's head coach, Dalzotto, thank you for joining us.Your team is up, two sets to zero.Early pressure from Japan, but you've answered.What's your message to the team going forward?It's a very balanced match, because Japan is always strong in Batuta, like the first seven.",0.4552,"Brazil's head coach Renan Dalzotto joined the conversation, praising his team for their 2-0 lead against Japan. He noted that despite early pressure from Japan, Brazil was able to respond well and maintain a balanced match, with Japan showing strength in Batuta, particularly during the first seven points."
3219199,3243622,"We made the difference in Batuta.We had the tranquility to support Rebeni, the attitude, knowing how to play with a high ball, but the smell is very good in defense, so this third set is very important to have the right mind to start Rebeni.Thank you very much.Good luck the rest of the way.",0.4070499999999999,"Brazil's team made a significant impact in Batuta and was able to support their player Rebeni effectively. They demonstrated the right attitude when playing with high balls, and their defense was also impressive, contributing to their strong performance in the third set."
3243662,3266287,"Very strong from Brazil.They are not taking any chances at all.It did look like the possibility that they might bestretched here by Japan.It hasn't worked out that way at all and it'll be very interesting to hear what Philippe Blaine, the Japan head coach, makes of that first two sets and what he might be able to do to turn it around.",0.3770833333333333,"Brazil had a strong performance, taking no risks and dominating the match against Japan. Japan struggled to make an impact, failing to capitalize on their opportunities, and now faces a significant challenge in turning the match around."
3271876,3299224,"With Japan head coach Philippe Blaine, Philippe, down 0-2.What are you telling your team now to start set number three in this match?I want to be speaking with my team right now, so I will go to speak with them.So, yeah, Brazil is being good, serving good.The defense much better at the beginning of the match than usual.So, now we have to find a side out to a more efficient, to have a chance to come back into the games and to try to make our defense more offensive.",0.4558,"Japan's head coach Philippe Blaine is speaking with his team after falling behind 0-2 against Brazil, urging them to start set three on a strong note. He acknowledges Brazil's good serving and solid early defense, but emphasizes the need for Japan to find an efficient way to score and turn their defense into a more aggressive offense if they want to mount a comeback."
3299604,3306792,"Thank you for the time, Coach.So, look at the spike velocity.",0.1197999999999999,"Japan's coach Philippe Blaine had a brief discussion with his team before starting set number three, urging them to focus on improving their side-out efficiency and defense to mount a comeback in the match against Brazil. The conversation likely revolved around analyzing Brazil's serving and defense strategies, including spike velocity."
3355844,3383860,"The numbers for Uando Leal, who's been a silver medal winner in the world championship back in the day with his native Cuba, a naturalised Brazilian, of course.Ishikawa off the bench has come in and contributed seven attack points, but it's the Japan attack that has really been blunted through these first two sets and rare for Philippe Blaine,",0.4669333333333333,"Uando Leal, a former silver medalist from Cuba now playing for Brazil, was highlighted. Meanwhile, Ishikawa came off the bench and added 7 attack points to his team's score. The Japan attack struggled throughout the first two sets, which is unusual for Philippe Blaine."
